Product_Names,Original_price,Discounted_price,Description,Ratings,Image_links,URL,Ram,brand,Color
"REDMI Note 12 5G (Frosted Green, 128 GB)","21,999","16,999",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.94 cm (6.67 inch) Full HD+ AMOLED Display48MP + 8MP + 2MP | 13MP Front Camera5000 mAh BatteryQualcomm Snapdragon 4 Gen 1 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.1,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/4/q/v/-original-imagz3curry7jhsy.jpeg?q=70,https://www.flipkart.com/redmi-note-12-5g-frosted-green-128-gb/p/itmf01eca068b2be?pid=MOBGHNFJPXZQED9Q&lid=LSTMOBGHNFJPXZQED9QOM01NJ&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_6_125&otracker=search&otracker1=search&fm=organic&iid=bdb0f2e9-aa84-4394-9e42-2bb7f8b0cc74.MOBGHNFJPXZQED9Q.SEARCH&ppt=None&ppn=None&ssid=f3vcgygqeo0000001699282623300&qH=eb4af0bf07c16429, 128 GB,REDMI,Green
"REDMI Note 12 (Lunar Black, 64 GB)","18,999","11,999",6 GB RAM | 64 GB ROM | Expandable Upto 1 TB16.94 cm (6.67 inch) Full HD+ Super AMOLED Display50MP + 8MP + 2MP | 13MP Front Camera5000 mAh BatterySnapdragon 685 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.1,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/h/i/0/-original-imagnqpnhtwr8chu.jpeg?q=70,https://www.flipkart.com/redmi-note-12-lunar-black-64-gb/p/itm6756d6e7a86be?pid=MOBGNYHZJGGE3ZHM&lid=LSTMOBGNYHZJGGE3ZHMCSWYEM&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_6_126&otracker=search&otracker1=search&fm=organic&iid=bdb0f2e9-aa84-4394-9e42-2bb7f8b0cc74.MOBGNYHZJGGE3ZHM.SEARCH&ppt=None&ppn=None&ssid=f3vcgygqeo0000001699282623300&qH=eb4af0bf07c16429, 64 GB,REDMI,Black
"Infinix Note 30 5G (Sunset Gold, 256 GB)","19,999","14,699",8 GB RAM | 256 GB ROM | Expandable Upto 2 TB17.22 cm (6.78 inch) Full HD+ Display108 MP + 2 MP+ AI Lens | 16MP Front Camera5000 mAh Li-ion Polymer BatteryDimensity 6080 Processor1 Year on Handset and 6 Months on Accessories,4.2,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/y/9/g/-original-imagnfzyhh8gz8sd.jpeg?q=70,https://www.flipkart.com/infinix-note-30-5g-sunset-gold-256-gb/p/itm12c179f0a6281?pid=MOBGQ9HPWB79HS7M&lid=LSTMOBGQ9HPWB79HS7MJHUHUF&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_6_129&otracker=search&otracker1=search&fm=organic&iid=bdb0f2e9-aa84-4394-9e42-2bb7f8b0cc74.MOBGQ9HPWB79HS7M.SEARCH&ppt=None&ppn=None&ssid=f3vcgygqeo0000001699282623300&qH=eb4af0bf07c16429, 256 GB,Infinix,Gold
"Google Pixel 7a (Sea, 128 GB)","43,999","35,999",8 GB RAM | 128 GB ROM15.49 cm (6.1 inch) Full HD+ Display64MP (OIS) + 13MP | 13MP Front Camera4300 mAh BatteryTensor G2 Processor1 Year Domestic Warranty,4.1,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/k/t/2/11-pro-5g-rmx3771-realme-original-imagq6aszgmb4xja.jpeg?q=70,https://www.flipkart.com/google-pixel-7a-sea-128-gb/p/itmb4d7b100b1a4d?pid=MOBGZCQM8PZEGRWU&lid=LSTMOBGZCQM8PZEGRWUHY0SFT&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_6_134&otracker=search&otracker1=search&fm=organic&iid=bdb0f2e9-aa84-4394-9e42-2bb7f8b0cc74.MOBGZCQM8PZEGRWU.SEARCH&ppt=None&ppn=None&ssid=f3vcgygqeo0000001699282623300&qH=eb4af0bf07c16429, 128 GB,Google,Sea
"REDMI 12 (Pastel Blue, 128 GB)","15,999","10,499",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.25 cm (6.79 inch) Full HD+ Display50MP + 8MP + 2MP | 8MP Front Camera5000 mAh BatteryHelio G88 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories,4.2,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/8/u/c/-original-imagmmmh6ezhc2wu.jpeg?q=70,https://www.flipkart.com/redmi-12-pastel-blue-128-gb/p/itm9b1a6640faccd?pid=MOBGRMFKAHNTZPWE&lid=LSTMOBGRMFKAHNTZPWE1H5IWS&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_6_139&otracker=search&otracker1=search&fm=organic&iid=bdb0f2e9-aa84-4394-9e42-2bb7f8b0cc74.MOBGRMFKAHNTZPWE.SEARCH&ppt=None&ppn=None&ssid=f3vcgygqeo0000001699282623300&qH=eb4af0bf07c16429, 128 GB,REDMI,Blue
"APPLE iPhone 12 (Blue, 128 GB)","54,900","45,999","128 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA14 Bionic Chip with Next Generation Neural Engine ProcessorCeramic ShieldIndustry-leading IP68 Water ResistanceAll Screen OLED Display12MP TrueDepth Front Camera with Night Mode, 4K Dolby Vision HDR RecordingBrand Warranty for 1 Year",4.6,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/b/q/6/edge-40-pay40028in-motorola-original-imagpqzdnhrgvhj7.jpeg?q=70,https://www.flipkart.com/apple-iphone-12-blue-128-gb/p/itm02853ae92e90a?pid=MOBFWBYZKPTZF9VG&lid=LSTMOBFWBYZKPTZF9VGHUA0UC&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_6_140&otracker=search&otracker1=search&fm=organic&iid=bdb0f2e9-aa84-4394-9e42-2bb7f8b0cc74.MOBFWBYZKPTZF9VG.SEARCH&ppt=None&ppn=None&ssid=f3vcgygqeo0000001699282623300&qH=eb4af0bf07c16429, 128 GB,APPLE,Blue
"APPLE iPhone 12 (Blue, 64 GB)","49,900","40,999","64 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA14 Bionic Chip with Next Generation Neural Engine ProcessorCeramic ShieldIndustry-leading IP68 Water ResistanceAll Screen OLED Display12MP TrueDepth Front Camera with Night Mode, 4K Dolby Vision HDR RecordingBrand Warranty for 1 Year",4.6,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/d/s/8/-original-imagmkjf9wqjurgf.jpeg?q=70,https://www.flipkart.com/apple-iphone-12-blue-64-gb/p/itm5778ad0d0d255?pid=MOBFWBYZ8DNJNY7N&lid=LSTMOBFWBYZ8DNJNY7NMWAWOJ&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_6_143&otracker=search&otracker1=search&fm=organic&iid=bdb0f2e9-aa84-4394-9e42-2bb7f8b0cc74.MOBFWBYZ8DNJNY7N.SEARCH&ppt=None&ppn=None&ssid=f3vcgygqeo0000001699282623300&qH=eb4af0bf07c16429, 64 GB,APPLE,Blue
"REDMI A2 (Sea Green, 64 GB)","9,999","6,299",2 GB RAM | 64 GB ROM16.56 cm (6.52 inch) Display8MP Rear Camera5000 mAh Battery2 year on phone domestic,4.1,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/x/b/w/-original-imagqadfx2mdvu4h.jpeg?q=70,https://www.flipkart.com/redmi-a2-sea-green-64-gb/p/itm5d49be2c0a95a?pid=MOBGRHB7GUUZG3QH&lid=LSTMOBGRHB7GUUZG3QHCCLDSH&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_6_144&otracker=search&otracker1=search&fm=organic&iid=bdb0f2e9-aa84-4394-9e42-2bb7f8b0cc74.MOBGRHB7GUUZG3QH.SEARCH&ppt=None&ppn=None&ssid=f3vcgygqeo0000001699282623300&qH=eb4af0bf07c16429, 64 GB,REDMI,Green
"POCO M5 (Icy Blue, 128 GB)","18,999","8,999","6 GB RAM | 128 GB ROM | Expandable Upto 512 GB16.71 cm (6.58 inch) Full HD+ Display50MP + 2MP Depth Sensor + 2MP Macro Sensor | 8MP Front Camera5000 mAh Lithium-ion Polymer BatteryMediatek Helio G99 Processor1 Year for Handset, 6 Months for Accessories",4.2,https://rukminim2.flixcart.com/image/312/312/kg8avm80/mobile/j/f/9/apple-iphone-12-dummyapplefsn-original-imafwg8dkyh2zgrh.jpeg?q=70,https://www.flipkart.com/poco-m5-icy-blue-128-gb/p/itmdff67fe6f5687?pid=MOBGHMZEP9EFTVA4&lid=LSTMOBGHMZEP9EFTVA42GGYKG&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_7_153&otracker=search&otracker1=search&fm=organic&iid=cca3a31c-2701-4deb-a11d-d0b30b7ef454.MOBGHMZEP9EFTVA4.SEARCH&ppt=None&ppn=None&ssid=0g21ws98ps0000001699282624526&qH=eb4af0bf07c16429, 128 GB,POCO,Blue
"SAMSUNG Galaxy F13 (Waterfall Blue, 128 GB)","16,999","10,199",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) Full HD+ Display50MP + 5MP + 2MP | 8MP Front Camera6000 mAh Lithium Ion BatteryExynos 850 Processor1 Year Warranty Provided By the Manufacturer from Date of Purchase,4.3,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/b/q/6/edge-40-pay40028in-motorola-original-imagpqzdnhrgvhj7.jpeg?q=70,https://www.flipkart.com/samsung-galaxy-f13-waterfall-blue-128-gb/p/itm85a305642eb7b?pid=MOBGENJWVWYAAVG5&lid=LSTMOBGENJWVWYAAVG5AKPCP0&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_7_154&otracker=search&otracker1=search&fm=organic&iid=cca3a31c-2701-4deb-a11d-d0b30b7ef454.MOBGENJWVWYAAVG5.SEARCH&ppt=None&ppn=None&ssid=0g21ws98ps0000001699282624526&qH=eb4af0bf07c16429, 128 GB,SAMSUNG,Blue
"SAMSUNG Galaxy M14 5G (Icy Silver, 128 GB)","18,990","13,076",6 GB RAM | 128 GB ROM16.76 cm (6.6 inch) Display50MP Rear Camera6000 mAh Battery1 year,4.2,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/m/r/i/note-12-5g-mzb0ei8in-redmi-original-imagpgr9gpmjjnwa.jpeg?q=70,https://www.flipkart.com/samsung-galaxy-m14-5g-icy-silver-128-gb/p/itme53601886b5d9?pid=MOBGZWRQNHGDF7SA&lid=LSTMOBGZWRQNHGDF7SAITCWXQ&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_7_155&otracker=search&otracker1=search&fm=organic&iid=cca3a31c-2701-4deb-a11d-d0b30b7ef454.MOBGZWRQNHGDF7SA.SEARCH&ppt=None&ppn=None&ssid=0g21ws98ps0000001699282624526&qH=eb4af0bf07c16429, 128 GB,SAMSUNG,Silver
"MOTOROLA G32 (Satin Silver, 128 GB)","18,999","10,999",8 GB RAM | 128 GB ROM16.51 cm (6.5 inch) Full HD+ Display50MP + 8MP + 2MP | 16MP Front Camera5000 mAh Lithium Polymer BatteryQualcomm Snapdragon 680 Processor1 Year on Handset and 6 Months on Accessories,4.1,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/u/t/k/note-30-5g-x6711-infinix-original-imagqdvvw4pwdtmk.jpeg?q=70,https://www.flipkart.com/motorola-g32-satin-silver-128-gb/p/itm8e7224d29bfc6?pid=MOBGM2EHGUNGDDQR&lid=LSTMOBGM2EHGUNGDDQRKIBLDP&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_7_159&otracker=search&otracker1=search&fm=organic&iid=cca3a31c-2701-4deb-a11d-d0b30b7ef454.MOBGM2EHGUNGDDQR.SEARCH&ppt=None&ppn=None&ssid=0g21ws98ps0000001699282624526&qH=eb4af0bf07c16429, 128 GB,MOTOROLA,Silver
"REDMI A2 (Aqua Blue, 64 GB)","10,999","6,371",4 GB RAM | 64 GB ROM16.56 cm (6.52 inch) Display8MP Rear Camera5000 mAh Battery2 year on phone domestic,4.2,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/q/p/c/-original-imagrqg4tzgvvjzy.jpeg?q=70,https://www.flipkart.com/redmi-a2-aqua-blue-64-gb/p/itm5d49be2c0a95a?pid=MOBGPVYMG9RWX6XY&lid=LSTMOBGPVYMG9RWX6XYFTB8C5&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_7_160&otracker=search&otracker1=search&fm=organic&iid=cca3a31c-2701-4deb-a11d-d0b30b7ef454.MOBGPVYMG9RWX6XY.SEARCH&ppt=None&ppn=None&ssid=0g21ws98ps0000001699282624526&qH=eb4af0bf07c16429, 64 GB,REDMI,Blue
"REDMI 12 5G (Pastel Blue, 256 GB)","19,999","15,780",8 GB RAM | 256 GB ROM17.25 cm (6.79 inch) Display50MP Rear Camera5000 mAh Battery1 Year Manufacturer Warranty,4.2,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/p/r/r/edge-40-neo-payj0002in-motorola-original-imagtkzh8zrvp3uj.jpeg?q=70,https://www.flipkart.com/redmi-12-5g-pastel-blue-256-gb/p/itm33b5f7887a701?pid=MOBGS9T8EPYWHHSG&lid=LSTMOBGS9T8EPYWHHSGF9INTS&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_7_165&otracker=search&otracker1=search&fm=organic&iid=cca3a31c-2701-4deb-a11d-d0b30b7ef454.MOBGS9T8EPYWHHSG.SEARCH&ppt=None&ppn=None&ssid=0g21ws98ps0000001699282624526&qH=eb4af0bf07c16429, 256 GB,REDMI,Blue
"SAMSUNG Galaxy F54 5G (Stardust Silver, 256 GB)","35,999","24,999",8 GB RAM | 256 GB ROM | Expandable Upto 1 TB17.02 cm (6.7 inch) Full HD+ Display108MP + 8MP + 2MP | 32MP Front Camera6000 mAh BatteryOcta Core Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories,4.2,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/d/w/x/hot-30i-x669c-infinix-original-imagzyfawjmmcgpg.jpeg?q=70,https://www.flipkart.com/samsung-galaxy-f54-5g-stardust-silver-256-gb/p/itme2f1ad33150df?pid=MOBGPN55PEBUKZX2&lid=LSTMOBGPN55PEBUKZX25RULZW&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_7_166&otracker=search&otracker1=search&fm=organic&iid=cca3a31c-2701-4deb-a11d-d0b30b7ef454.MOBGPN55PEBUKZX2.SEARCH&ppt=None&ppn=None&ssid=0g21ws98ps0000001699282624526&qH=eb4af0bf07c16429, 256 GB,SAMSUNG,Silver
"SAMSUNG Galaxy F54 5G (Meteor Blue, 256 GB)","35,999","24,999",8 GB RAM | 256 GB ROM | Expandable Upto 1 TB17.02 cm (6.7 inch) Full HD+ Display108MP + 8MP + 2MP | 32MP Front Camera6000 mAh BatteryOcta Core Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories,4.2,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/e/a/g/-original-imags37h4prxjazz.jpeg?q=70,https://www.flipkart.com/samsung-galaxy-f54-5g-meteor-blue-256-gb/p/itmc0ff2e34818c7?pid=MOBGPN55SKDKVRQV&lid=LSTMOBGPN55SKDKVRQVH9B1VD&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_8_169&otracker=search&otracker1=search&fm=organic&iid=95a2cd82-e45f-4126-9ccd-7a00812a97b3.MOBGPN55SKDKVRQV.SEARCH&ppt=None&ppn=None&ssid=q2rofgte280000001699282625387&qH=eb4af0bf07c16429, 256 GB,SAMSUNG,Blue
"Infinix Smart 7 HD (Jade White, 64 GB)","7,999","5,999",2 GB RAM | 64 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) HD+ Display8MP + AI Lens | 5MP Front Camera5000 mAh BatterySpreadtrum SC9863A1 Processor1 Year on Handset and 6 Months on Accessories,4.3,https://rukminim2.flixcart.com/image/312/312/kg8avm80/mobile/y/7/n/apple-iphone-12-dummyapplefsn-original-imafwg8dpyjvgg3j.jpeg?q=70,https://www.flipkart.com/infinix-smart-7-hd-jade-white-64-gb/p/itmae6d492c1083e?pid=MOBGZNM998PNVGGF&lid=LSTMOBGZNM998PNVGGFEMF5MT&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_8_170&otracker=search&otracker1=search&fm=organic&iid=95a2cd82-e45f-4126-9ccd-7a00812a97b3.MOBGZNM998PNVGGF.SEARCH&ppt=None&ppn=None&ssid=q2rofgte280000001699282625387&qH=eb4af0bf07c16429, 64 GB,Infinix,White
"OnePlus Nord CE 3 Lite 5G (Gray, 256 GB)","21,999","21,904","8 GB RAM | 256 GB ROM17.07 cm (6.72 inch) Display108MP Rear Camera5000 mAh Battery1 Year for  handset ,6 months fro accessories",4.4,https://rukminim2.flixcart.com/image/312/312/kg8avm80/mobile/y/7/n/apple-iphone-12-dummyapplefsn-original-imafwg8dpyjvgg3j.jpeg?q=70,https://www.flipkart.com/oneplus-nord-ce-3-lite-5g-gray-256-gb/p/itm5ed24471bde9f?pid=MOBGPRQHDNEHT5WG&lid=LSTMOBGPRQHDNEHT5WGCAVKB8&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_8_173&otracker=search&otracker1=search&fm=organic&iid=95a2cd82-e45f-4126-9ccd-7a00812a97b3.MOBGPRQHDNEHT5WG.SEARCH&ppt=None&ppn=None&ssid=q2rofgte280000001699282625387&qH=eb4af0bf07c16429, 256 GB,OnePlus,Gray
"realme 11 Pro 5G (Sunrise Beige, 128 GB)","25,999","21,999",8 GB RAM | 128 GB ROM17.02 cm (6.7 inch) Full HD+ Display100MP (OIS) + 2MP | 16MP Front Camera5000 mAh BatteryDimensity 7050 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories,4.4,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/5/y/8/-original-imagtt4mhqrzjs9r.jpeg?q=70,https://www.flipkart.com/realme-11-pro-5g-sunrise-beige-128-gb/p/itm3f783627a36ec?pid=MOBGPUNGXUZQKTTB&lid=LSTMOBGPUNGXUZQKTTBZM2YUI&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_8_180&otracker=search&otracker1=search&fm=organic&iid=95a2cd82-e45f-4126-9ccd-7a00812a97b3.MOBGPUNGXUZQKTTB.SEARCH&ppt=None&ppn=None&ssid=q2rofgte280000001699282625387&qH=eb4af0bf07c16429, 128 GB,realme,Beige
"POCO C50 (Royal Blue, 32 GB)","9,999","5,799","3 GB RAM | 32 GB ROM | Expandable Upto 512 GB16.56 cm (6.52 inch) HD+ Display8MP Dual Camera | 5MP Front Camera5000 mAh Lithium Polymer BatteryMediatek Helio A22 Processor, Upto 2.0 GHz Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories",4,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/f/e/l/-original-imagnqpndcmxghyq.jpeg?q=70,https://www.flipkart.com/poco-c50-royal-blue-32-gb/p/itm36327e30a3aaa?pid=MOBGK8WZPS5BQRFA&lid=LSTMOBGK8WZPS5BQRFAEQXUQ9&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_8_183&otracker=search&otracker1=search&fm=organic&iid=95a2cd82-e45f-4126-9ccd-7a00812a97b3.MOBGK8WZPS5BQRFA.SEARCH&ppt=None&ppn=None&ssid=q2rofgte280000001699282625387&qH=eb4af0bf07c16429, 32 GB,POCO,Blue
"APPLE iPhone 12 (Black, 64 GB)","49,900","40,999","64 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA14 Bionic Chip with Next Generation Neural Engine ProcessorCeramic ShieldIndustry-leading IP68 Water ResistanceAll Screen OLED Display12MP TrueDepth Front Camera with Night Mode, 4K Dolby Vision HDR RecordingBrand Warranty for 1 Year",4.6,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/c/p/h/-original-imagqhyftnseqttk.jpeg?q=70,https://www.flipkart.com/apple-iphone-12-black-64-gb/p/itma2559422bf7c7?pid=MOBFWBYZU5FWK2VP&lid=LSTMOBFWBYZU5FWK2VPQTNJSG&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_8_184&otracker=search&otracker1=search&fm=organic&iid=95a2cd82-e45f-4126-9ccd-7a00812a97b3.MOBFWBYZU5FWK2VP.SEARCH&ppt=None&ppn=None&ssid=q2rofgte280000001699282625387&qH=eb4af0bf07c16429, 64 GB,APPLE,Black
"realme 11 Pro+ 5G (Sunrise Beige, 256 GB)","32,999","29,999",12 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Full HD+ Display200MP (OIS) + 8MP + 2MP | 32MP Front Camera5000 mAh BatteryDimensity 7050 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories,4.3,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/a/x/6/-original-imagqhyfh7ykyjby.jpeg?q=70,https://www.flipkart.com/realme-11-pro-5g-sunrise-beige-256-gb/p/itm5647cce338e55?pid=MOBGPU8HQPGU7HVR&lid=LSTMOBGPU8HQPGU7HVRYDHQ4Y&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_8_185&otracker=search&otracker1=search&fm=organic&iid=95a2cd82-e45f-4126-9ccd-7a00812a97b3.MOBGPU8HQPGU7HVR.SEARCH&ppt=None&ppn=None&ssid=q2rofgte280000001699282625387&qH=eb4af0bf07c16429, 256 GB,realme,Beige
"realme 11 Pro+ 5G (Astral Black, 256 GB)","32,999","29,999",12 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Full HD+ Display200MP (OIS) + 8MP + 2MP | 32MP Front Camera5000 mAh BatteryDimensity 7050 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories,4.3,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/n/v/2/-original-imagmkjfjwtzhaag.jpeg?q=70,https://www.flipkart.com/realme-11-pro-5g-astral-black-256-gb/p/itm5647cce338e55?pid=MOBGPU8HFZFVPY2A&lid=LSTMOBGPU8HFZFVPY2AKCOEBQ&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_8_186&otracker=search&otracker1=search&fm=organic&iid=95a2cd82-e45f-4126-9ccd-7a00812a97b3.MOBGPU8HFZFVPY2A.SEARCH&ppt=None&ppn=None&ssid=q2rofgte280000001699282625387&qH=eb4af0bf07c16429, 256 GB,realme,Black
"APPLE iPhone 15 (Blue, 128 GB)","22,999","79,900","128 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display48MP + 12MP | 12MP Front CameraA16 Bionic Chip, 6 Core Processor Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories",4.6,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/q/l/l/-original-imagueeyshyqzbfh.jpeg?q=70,https://www.flipkart.com/apple-iphone-15-blue-128-gb/p/itmbf14ef54f645d?pid=MOBGTAGPAQNVFZZY&lid=LSTMOBGTAGPAQNVFZZYSCIIOB&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_8_189&otracker=search&otracker1=search&fm=organic&iid=95a2cd82-e45f-4126-9ccd-7a00812a97b3.MOBGTAGPAQNVFZZY.SEARCH&ppt=None&ppn=None&ssid=q2rofgte280000001699282625387&qH=eb4af0bf07c16429, 128 GB,APPLE,Blue
"MOTOROLA g84 5G (Viva Magneta, 256 GB)","25,999","18,999",12 GB RAM | 256 GB ROM16.64 cm (6.55 inch) Full HD+ Display50MP (OIS) + 8MP | 16MP Front Camera5000 mAh BatterySnapdragon 695 Processor1 Year on Handset and 6 Months on Accessories,4.2,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/6/2/5/galaxy-m14-5g-sm-m146b-samsung-original-imagzwrqnpzujxks.jpeg?q=70,https://www.flipkart.com/motorola-g84-5g-viva-magneta-256-gb/p/itmed938e33ffdf5?pid=MOBGQFX672GDDQAQ&lid=LSTMOBGQFX672GDDQAQSSIAM2&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_8_190&otracker=search&otracker1=search&fm=organic&iid=95a2cd82-e45f-4126-9ccd-7a00812a97b3.MOBGQFX672GDDQAQ.SEARCH&ppt=None&ppn=None&ssid=q2rofgte280000001699282625387&qH=eb4af0bf07c16429, 256 GB,MOTOROLA,Magneta
"OPPO A17k (Blue, 64 GB)","19,999","8,999",3 GB RAM | 64 GB ROM | Expandable Upto 2 TB16.66 cm (6.56 inch) HD+ Display8MP Rear Camera | 5MP Front Camera5000 mAh BatteryMediatek Helio P35 Processor1 Year on Handset and 6 Months on Accessories,4.5,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/e/m/4/-original-imagnvvws9fmzgtb.jpeg?q=70,https://www.flipkart.com/oppo-a17k-blue-64-gb/p/itm3821c4535ee09?pid=MOBGMPHKV3T6YGMR&lid=LSTMOBGMPHKV3T6YGMRFOV2FW&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_9_194&otracker=search&otracker1=search&fm=organic&iid=09c7126c-3f04-446e-86ba-0c59acdf7953.MOBGMPHKV3T6YGMR.SEARCH&ppt=None&ppn=None&ssid=3vt8re9nio0000001699282626196&qH=eb4af0bf07c16429, 64 GB,OPPO,Blue
"REDMI 12C (Mint Green, 128 GB)","23,999","8,657",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.04 cm (6.71 inch) HD+ Display50MP Rear Camera | 5MP Front Camera5000 mAh BatteryHelio G85 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.1,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/a/x/j/-original-imagmkjfhzjhfhhe.jpeg?q=70,https://www.flipkart.com/redmi-12c-mint-green-128-gb/p/itm16a99d118a224?pid=MOBGZEUDZWSZHYJM&lid=LSTMOBGZEUDZWSZHYJMCBTTVH&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_9_196&otracker=search&otracker1=search&fm=organic&iid=09c7126c-3f04-446e-86ba-0c59acdf7953.MOBGZEUDZWSZHYJM.SEARCH&ppt=None&ppn=None&ssid=3vt8re9nio0000001699282626196&qH=eb4af0bf07c16429, 128 GB,REDMI,Green
MarQ by Flipkart M80 Jalwa,"24,499",999,32 MB RAM | 32 MB ROM | Expandable Upto 32 GB7.11 cm (2.8 inch) QVGA Display0.3MP Rear Camera1450 mAh Li-ion BatteryBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,3.8,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/0/x/v/-original-imagqadf2awzzmyf.jpeg?q=70,https://www.flipkart.com/marq-flipkart-m80-jalwa/p/itm85895fcf03234?pid=MOBG6H4QEWVKQ4XC&lid=LSTMOBG6H4QEWVKQ4XC7CCLBI&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_9_199&otracker=search&otracker1=search&fm=organic&iid=09c7126c-3f04-446e-86ba-0c59acdf7953.MOBG6H4QEWVKQ4XC.SEARCH&ppt=None&ppn=None&ssid=3vt8re9nio0000001699282626196&qH=eb4af0bf07c16429,0,MarQ,Blue
